Station Name - Nom de la station,Cornwall
2024/01/01 04:18,0.416
2024/01/01 04:21,0.416
2024/01/01 04:24,0.417
2024/01/01 04:27,0.416
2024/01/01 04:30,0.415
2024/01/01 04:33,0.415
2024/01/01 04:36,0.414
2024/01/01 04:39,0.415
2024/01/01 04:42,0.415
2024/01/01 04:45,0.416
2024/01/01 04:48,0.417
2024/01/01 04:51,0.417
2024/01/01 04:54,0.417
2024/01/01 04:57,0.416
2024/01/01 05:00,0.417
2024/01/01 05:03,0.417
2024/01/01 05:06,0.418
2024/01/01 05:09,0.418
2024/01/01 05:12,0.417
2024/01/01 05:15,0.418
2024/01/01 05:18,0.419
2024/01/01 05:21,0.418
2024/01/01 05:24,0.416
2024/01/01 05:27,0.416
2024/01/01 05:30,0.419
2024/01/01 05:33,0.421
2024/01/01 05:36,0.418
2024/01/01 05:39,0.413
2024/01/01 05:42,0.414
2024/01/01 05:45,0.414
2024/01/01 05:48,0.413
2024/01/01 05:51,0.414
2024/01/01 05:54,0.418
2024/01/01 05:57,0.418
2024/01/01 06:00,0.419
2024/01/01 06:03,0.42
2024/01/01 06:06,0.419
2024/01/01 06:09,0.419
2024/01/01 06:12,0.417
2024/01/01 06:15,0.417
2024/01/01 06:18,0.419
2024/01/01 06:21,0.42
2024/01/01 06:24,0.417
2024/01/01 06:27,0.418
2024/01/01 06:30,0.42
2024/01/01 06:33,0.419
2024/01/01 06:36,0.42
2024/01/01 06:39,0.419
2024/01/01 06:42,0.418
2024/01/01 06:45,0.418
2024/01/01 06:48,0.418
2024/01/01 06:51,0.417
2024/01/01 06:54,0.417
2024/01/01 06:57,0.418
2024/01/01 07:00,0.417
2024/01/01 07:03,0.417
2024/01/01 07:06,0.418
2024/01/01 07:09,0.419
2024/01/01 07:12,0.42
2024/01/01 07:15,0.422
2024/01/01 07:18,0.424
2024/01/01 07:21,0.426
2024/01/01 07:24,0.426
2024/01/01 07:27,0.425
2024/01/01 07:30,0.424
2024/01/01 07:33,0.422
2024/01/01 07:36,0.422
2024/01/01 07:39,0.423
2024/01/01 07:42,0.424
2024/01/01 07:45,0.425
2024/01/01 07:48,0.426
2024/01/01 07:51,0.425
2024/01/01 07:54,0.426
2024/01/01 07:57,0.427
2024/01/01 08:00,0.427
2024/01/01 08:03,0.426
2024/01/01 08:06,0.426
2024/01/01 08:09,0.426
2024/01/01 08:12,0.426
2024/01/01 08:15,0.426
2024/01/01 08:18,0.426
2024/01/01 08:21,0.425
2024/01/01 08:24,0.426
2024/01/01 08:27,0.426
2024/01/01 08:30,0.426
2024/01/01 08:33,0.426
2024/01/01 08:36,0.426
2024/01/01 08:39,0.426
2024/01/01 08:42,0.425
2024/01/01 08:45,0.425
2024/01/01 08:48,0.425
2024/01/01 08:51,0.426
2024/01/01 08:54,0.427
2024/01/01 08:57,0.427
2024/01/01 09:00,0.425
2024/01/01 09:03,0.425
2024/01/01 09:06,0.425
2024/01/01 09:09,0.427
2024/01/01 09:12,0.427
2024/01/01 09:15,0.427
2024/01/01 09:18,0.427
2024/01/01 09:21,0.426
2024/01/01 09:24,0.424
2024/01/01 09:27,0.424
2024/01/01 09:30,0.424
2024/01/01 09:33,0.426
2024/01/01 09:36,0.425
2024/01/01 09:39,0.425
2024/01/01 09:42,0.426
2024/01/01 09:45,0.424
2024/01/01 09:48,0.423
2024/01/01 09:51,0.422
2024/01/01 09:54,0.421
2024/01/01 09:57,0.422
2024/01/01 10:00,0.421
2024/01/01 10:03,0.421
2024/01/01 10:06,0.421
2024/01/01 10:09,0.421
2024/01/01 10:12,0.423
2024/01/01 10:15,0.424
2024/01/01 10:18,0.425
2024/01/01 10:21,0.424
2024/01/01 10:24,0.423
2024/01/01 10:27,0.421
2024/01/01 10:30,0.421
2024/01/01 10:33,0.42
2024/01/01 10:36,0.419
2024/01/01 10:39,0.419
2024/01/01 10:42,0.418
2024/01/01 10:45,0.419
2024/01/01 10:48,0.42
2024/01/01 10:51,0.419
2024/01/01 10:54,0.418
2024/01/01 10:57,0.419
2024/01/01 11:00,0.418
2024/01/01 11:03,0.417
2024/01/01 11:06,0.415
2024/01/01 11:09,0.415
2024/01/01 11:12,0.416
2024/01/01 11:15,0.416
2024/01/01 11:18,0.417
2024/01/01 11:21,0.418
2024/01/01 11:24,0.418
2024/01/01 11:27,0.417
2024/01/01 11:30,0.417
2024/01/01 11:33,0.417
2024/01/01 11:36,0.418
2024/01/01 11:39,0.417
2024/01/01 11:42,0.417
2024/01/01 11:45,0.415
2024/01/01 11:48,0.416
2024/01/01 11:51,0.414
2024/01/01 11:54,0.414
2024/01/01 11:57,0.414
2024/01/01 12:00,0.414
2024/01/01 12:03,0.413
2024/01/01 12:06,0.412
2024/01/01 12:09,0.41
2024/01/01 12:12,0.41
2024/01/01 12:15,0.41
2024/01/01 12:18,0.413
2024/01/01 12:21,0.412
2024/01/01 12:24,0.411
2024/01/01 12:27,0.41
2024/01/01 12:30,0.41
2024/01/01 12:33,0.411
2024/01/01 12:36,0.409
2024/01/01 12:39,0.409
2024/01/01 12:42,0.41
2024/01/01 12:45,0.41
2024/01/01 12:48,0.409
2024/01/01 12:51,0.41
2024/01/01 12:54,0.409
2024/01/01 12:57,0.408
2024/01/01 13:00,0.408
2024/01/01 13:03,0.408
2024/01/01 13:06,0.409
2024/01/01 13:09,0.408
2024/01/01 13:12,0.407
2024/01/01 13:15,0.408
2024/01/01 13:18,0.405
2024/01/01 13:21,0.403
2024/01/01 13:24,0.403
2024/01/01 13:27,0.404
2024/01/01 13:30,0.404
2024/01/01 13:33,0.405
2024/01/01 13:36,0.405
2024/01/01 13:39,0.405
2024/01/01 13:42,0.405
2024/01/01 13:45,0.405
2024/01/01 13:48,0.404
2024/01/01 13:51,0.404
2024/01/01 13:54,0.404
2024/01/01 13:57,0.404
2024/01/01 14:00,0.404
2024/01/01 14:03,0.404
2024/01/01 14:06,0.404
2024/01/01 14:09,0.404
2024/01/01 14:12,0.404
2024/01/01 14:15,0.404
2024/01/01 14:18,0.404
2024/01/01 14:21,0.403
2024/01/01 14:24,0.404
2024/01/01 14:27,0.405
2024/01/01 14:30,0.405
2024/01/01 14:33,0.404
2024/01/01 14:36,0.405
2024/01/01 14:39,0.405
2024/01/01 14:42,0.404
2024/01/01 14:45,0.403
2024/01/01 14:48,0.405
2024/01/01 14:51,0.405
2024/01/01 14:54,0.405
2024/01/01 14:57,0.406
2024/01/01 15:00,0.405
2024/01/01 15:03,0.405
2024/01/01 15:06,0.403
2024/01/01 15:09,0.403
2024/01/01 15:12,0.403
2024/01/01 15:15,0.402
2024/01/01 15:18,0.403
2024/01/01 15:21,0.403
2024/01/01 15:24,0.404
2024/01/01 15:27,0.403
2024/01/01 15:30,0.403
2024/01/01 15:33,0.404
2024/01/01 15:36,0.406
2024/01/01 15:39,0.405
2024/01/01 15:42,0.404
2024/01/01 15:45,0.403
2024/01/01 15:48,0.401
2024/01/01 15:51,0.401
2024/01/01 15:54,0.402
2024/01/01 15:57,0.402
2024/01/01 16:00,0.403
2024/01/01 16:03,0.405
2024/01/01 16:06,0.403
2024/01/01 16:09,0.403
2024/01/01 16:12,0.402
2024/01/01 16:15,0.402
2024/01/01 16:18,0.403
2024/01/01 16:21,0.402
2024/01/01 16:24,0.404
2024/01/01 16:27,0.404
2024/01/01 16:30,0.403
2024/01/01 16:33,0.402
2024/01/01 16:36,0.402
2024/01/01 16:39,0.402
2024/01/01 16:42,0.401
2024/01/01 16:45,0.402
2024/01/01 16:48,0.401
2024/01/01 16:51,0.4
2024/01/01 16:54,0.4
2024/01/01 16:57,0.401
2024/01/01 17:00,0.399
2024/01/01 17:03,0.399
2024/01/01 17:06,0.4
2024/01/01 17:09,0.4
2024/01/01 17:12,0.401
2024/01/01 17:15,0.401
2024/01/01 17:18,0.401
2024/01/01 17:21,0.403
2024/01/01 17:24,0.402
2024/01/01 17:27,0.4
2024/01/01 17:30,0.398
2024/01/01 17:33,0.4
2024/01/01 17:36,0.403
2024/01/01 17:39,0.404
2024/01/01 17:42,0.404
2024/01/01 17:45,0.406
2024/01/01 17:48,0.404
2024/01/01 17:51,0.402
2024/01/01 17:54,0.4
2024/01/01 17:57,0.398
2024/01/01 18:00,0.398
2024/01/01 18:03,0.397
2024/01/01 18:06,0.398
2024/01/01 18:09,0.397
2024/01/01 18:12,0.396
2024/01/01 18:15,0.396
2024/01/01 18:18,0.396
2024/01/01 18:21,0.396
2024/01/01 18:24,0.396
2024/01/01 18:27,0.396
2024/01/01 18:30,0.395
2024/01/01 18:33,0.395
2024/01/01 18:36,0.395
2024/01/01 18:39,0.395
2024/01/01 18:42,0.395
2024/01/01 18:45,0.393
2024/01/01 18:48,0.393
2024/01/01 18:51,0.392
2024/01/01 18:54,0.392
2024/01/01 18:57,0.393
2024/01/01 19:00,0.393
2024/01/01 19:03,0.393
2024/01/01 19:06,0.392
2024/01/01 19:09,0.39
2024/01/01 19:12,0.39
2024/01/01 19:15,0.39
2024/01/01 19:18,0.39
2024/01/01 19:21,0.39
2024/01/01 19:24,0.39
2024/01/01 19:27,0.389
2024/01/01 19:30,0.389
2024/01/01 19:33,0.389
2024/01/01 19:36,0.389
2024/01/01 19:39,0.391
2024/01/01 19:42,0.392
2024/01/01 19:45,0.392
2024/01/01 19:48,0.391
2024/01/01 19:51,0.39
2024/01/01 19:54,0.391
2024/01/01 19:57,0.391
2024/01/01 20:00,0.389
2024/01/01 20:03,0.389
2024/01/01 20:06,0.387
2024/01/01 20:09,0.387
2024/01/01 20:12,0.388
2024/01/01 20:15,0.389
2024/01/01 20:18,0.39
2024/01/01 20:21,0.39
2024/01/01 20:24,0.39
2024/01/01 20:27,0.39
2024/01/01 20:30,0.39
2024/01/01 20:33,0.389
2024/01/01 20:36,0.389
2024/01/01 20:39,0.388
2024/01/01 20:42,0.388
2024/01/01 20:45,0.389
2024/01/01 20:48,0.39
2024/01/01 20:51,0.389
2024/01/01 20:54,0.388
2024/01/01 20:57,0.387
2024/01/01 21:00,0.385
2024/01/01 21:03,0.385
2024/01/01 21:06,0.385
2024/01/01 21:09,0.387
2024/01/01 21:12,0.388
2024/01/01 21:15,0.388
2024/01/01 21:18,0.388
2024/01/01 21:21,0.387
2024/01/01 21:24,0.386
2024/01/01 21:27,0.387
2024/01/01 21:30,0.388
2024/01/01 21:33,0.388
2024/01/01 21:36,0.388
2024/01/01 21:39,0.388
2024/01/01 21:42,0.387
2024/01/01 21:45,0.386
2024/01/01 21:48,0.386
2024/01/01 21:51,0.386
2024/01/01 21:54,0.387
2024/01/01 21:57,0.386
2024/01/01 22:00,0.387
2024/01/01 22:03,0.387
2024/01/01 22:06,0.386
2024/01/01 22:09,0.385
2024/01/01 22:12,0.384
2024/01/01 22:15,0.385
2024/01/01 22:18,0.385
2024/01/01 22:21,0.384
2024/01/01 22:24,0.383
2024/01/01 22:27,0.382
2024/01/01 22:30,0.381
2024/01/01 22:33,0.381
2024/01/01 22:36,0.383
2024/01/01 22:39,0.383
2024/01/01 22:42,0.385
2024/01/01 22:45,0.386
2024/01/01 22:48,0.384
2024/01/01 22:51,0.383
2024/01/01 22:54,0.383
2024/01/01 22:57,0.382
2024/01/01 23:00,0.382
2024/01/01 23:03,0.382
2024/01/01 23:06,0.383
2024/01/01 23:09,0.383
2024/01/01 23:12,0.383
2024/01/01 23:15,0.383
2024/01/01 23:18,0.382
2024/01/01 23:21,0.383
2024/01/01 23:24,0.382
2024/01/01 23:27,0.382
2024/01/01 23:30,0.383
2024/01/01 23:33,0.383
2024/01/01 23:36,0.382
2024/01/01 23:39,0.383
2024/01/01 23:42,0.384
2024/01/01 23:45,0.384
2024/01/01 23:48,0.384
2024/01/01 23:51,0.383
2024/01/01 23:54,0.383
2024/01/01 23:57,0.382
2024/01/02 00:00,0.38
2024/01/02 00:03,0.38
2024/01/02 00:06,0.382
2024/01/02 00:09,0.383
2024/01/02 00:12,0.382
2024/01/02 00:15,0.382
2024/01/02 00:18,0.383
2024/01/02 00:21,0.381
2024/01/02 00:24,0.38
2024/01/02 00:27,0.381
2024/01/02 00:30,0.381
2024/01/02 00:33,0.38
2024/01/02 00:36,0.381
2024/01/02 00:39,0.38
2024/01/02 00:42,0.381
2024/01/02 00:45,0.38
2024/01/02 00:48,0.378
2024/01/02 00:51,0.378
2024/01/02 00:54,0.379
2024/01/02 00:57,0.377
2024/01/02 01:00,0.376
2024/01/02 01:03,0.376
2024/01/02 01:06,0.377
2024/01/02 01:09,0.378
2024/01/02 01:12,0.379
2024/01/02 01:15,0.38
2024/01/02 01:18,0.381
2024/01/02 01:21,0.381
2024/01/02 01:24,0.381
2024/01/02 01:27,0.381
2024/01/02 01:30,0.379
2024/01/02 01:33,0.379
2024/01/02 01:36,0.378
2024/01/02 01:39,0.379
2024/01/02 01:42,0.38
2024/01/02 01:45,0.379
2024/01/02 01:48,0.379
2024/01/02 01:51,0.38
2024/01/02 01:54,0.38
2024/01/02 01:57,0.38
2024/01/02 02:00,0.38
2024/01/02 02:03,0.38
2024/01/02 02:06,0.379
2024/01/02 02:09,0.378
2024/01/02 02:12,0.379
2024/01/02 02:15,0.378
2024/01/02 02:18,0.377
2024/01/02 02:21,0.377
2024/01/02 02:24,0.377
2024/01/02 02:27,0.376
2024/01/02 02:30,0.376
2024/01/02 02:33,0.376
2024/01/02 02:36,0.376
2024/01/02 02:39,0.374
2024/01/02 02:42,0.373
2024/01/02 02:45,0.374
2024/01/02 02:48,0.373
2024/01/02 02:51,0.374
2024/01/02 02:54,0.374
2024/01/02 02:57,0.374
2024/01/02 03:00,0.374
2024/01/02 03:03,0.372
2024/01/02 03:06,0.372
2024/01/02 03:09,0.37
2024/01/02 03:12,0.37
2024/01/02 03:15,0.37
2024/01/02 03:18,0.372
2024/01/02 03:21,0.371
2024/01/02 03:24,0.371
2024/01/02 03:27,0.37
2024/01/02 03:30,0.37
2024/01/02 03:33,0.369
2024/01/02 03:36,0.369
2024/01/02 03:39,0.371
2024/01/02 03:42,0.372
2024/01/02 03:45,0.372
2024/01/02 03:48,0.37
2024/01/02 03:51,0.37
2024/01/02 03:54,0.368
2024/01/02 03:57,0.369
2024/01/02 04:00,0.369
2024/01/02 04:03,0.369
2024/01/02 04:06,0.369
2024/01/02 04:09,0.369
2024/01/02 04:12,0.37
2024/01/02 04:15,0.369
2024/01/02 04:18,0.369
2024/01/02 04:21,0.369
2024/01/02 04:24,0.37
2024/01/02 04:27,0.372
2024/01/02 04:30,0.371
2024/01/02 04:33,0.371
2024/01/02 04:36,0.37
2024/01/02 04:39,0.37
2024/01/02 04:42,0.37
2024/01/02 04:45,0.372
2024/01/02 04:48,0.372
2024/01/02 04:51,0.372
2024/01/02 04:54,0.373
2024/01/02 04:57,0.372
2024/01/02 05:00,0.37
2024/01/02 05:03,0.371
2024/01/02 05:06,0.372
2024/01/02 05:09,0.373
2024/01/02 05:12,0.373
2024/01/02 05:15,0.374
2024/01/02 05:18,0.373
2024/01/02 05:21,0.372
2024/01/02 05:24,0.372
2024/01/02 05:27,0.372
2024/01/02 05:30,0.372
2024/01/02 05:33,0.373
2024/01/02 05:36,0.373
2024/01/02 05:39,0.373
2024/01/02 05:42,0.373
2024/01/02 05:45,0.374
2024/01/02 05:48,0.374
2024/01/02 05:51,0.375
2024/01/02 05:54,0.375
2024/01/02 05:57,0.376
2024/01/02 06:00,0.376
2024/01/02 06:03,0.376
2024/01/02 06:06,0.377
2024/01/02 06:09,0.376
2024/01/02 06:12,0.376
2024/01/02 06:15,0.376
2024/01/02 06:18,0.378
2024/01/02 06:21,0.377
2024/01/02 06:24,0.376
2024/01/02 06:27,0.375
2024/01/02 06:30,0.373
2024/01/02 06:33,0.373
2024/01/02 06:36,0.374
2024/01/02 06:39,0.373
2024/01/02 06:42,0.375
2024/01/02 06:45,0.376
2024/01/02 06:48,0.378
2024/01/02 06:51,0.379
2024/01/02 06:54,0.378
2024/01/02 06:57,0.379
2024/01/02 07:00,0.38
2024/01/02 07:03,0.38
2024/01/02 07:06,0.379
2024/01/02 07:09,0.378
2024/01/02 07:12,0.379
2024/01/02 07:15,0.38
2024/01/02 07:18,0.381
2024/01/02 07:21,0.381
2024/01/02 07:24,0.382
2024/01/02 07:27,0.382
2024/01/02 07:30,0.381
2024/01/02 07:33,0.38
2024/01/02 07:36,0.381
2024/01/02 07:39,0.381
2024/01/02 07:42,0.382
2024/01/02 07:45,0.384
2024/01/02 07:48,0.385
2024/01/02 07:51,0.385
2024/01/02 07:54,0.383
2024/01/02 07:57,0.381
2024/01/02 08:00,0.382
2024/01/02 08:03,0.381
2024/01/02 08:06,0.38
2024/01/02 08:09,0.38
2024/01/02 08:12,0.38
2024/01/02 08:15,0.38
2024/01/02 08:18,0.38
2024/01/02 08:21,0.38
2024/01/02 08:24,0.378
2024/01/02 08:27,0.38
2024/01/02 08:30,0.381
2024/01/02 08:33,0.379
2024/01/02 08:36,0.377
2024/01/02 08:39,0.375
2024/01/02 08:42,0.375
2024/01/02 08:45,0.374
2024/01/02 08:48,0.376
2024/01/02 08:51,0.375
2024/01/02 08:54,0.374
2024/01/02 08:57,0.374
2024/01/02 09:00,0.375
2024/01/02 09:03,0.374
2024/01/02 09:06,0.372
2024/01/02 09:09,0.371
2024/01/02 09:12,0.371
2024/01/02 09:15,0.369
2024/01/02 09:18,0.365
2024/01/02 09:21,0.364
2024/01/02 09:24,0.363
2024/01/02 09:27,0.364
2024/01/02 09:30,0.366
2024/01/02 09:33,0.367
2024/01/02 09:36,0.369
2024/01/02 09:39,0.371
2024/01/02 09:42,0.37
2024/01/02 09:45,0.37
2024/01/02 09:48,0.369
2024/01/02 09:51,0.369
2024/01/02 09:54,0.366
2024/01/02 09:57,0.363
2024/01/02 10:00,0.363
2024/01/02 10:03,0.363
2024/01/02 10:06,0.362
2024/01/02 10:09,0.363
2024/01/02 10:12,0.364
2024/01/02 10:15,0.365
2024/01/02 10:18,0.364
2024/01/02 10:21,0.363
2024/01/02 10:24,0.362
2024/01/02 10:27,0.361
2024/01/02 10:30,0.361
2024/01/02 10:33,0.362
2024/01/02 10:36,0.364
2024/01/02 10:39,0.363
2024/01/02 10:42,0.363
2024/01/02 10:45,0.362
2024/01/02 10:48,0.362
2024/01/02 10:51,0.361
2024/01/02 10:54,0.361
2024/01/02 10:57,0.361
2024/01/02 11:00,0.363
2024/01/02 11:03,0.363
2024/01/02 11:06,0.363
2024/01/02 11:09,0.362
2024/01/02 11:12,0.362
2024/01/02 11:15,0.364
2024/01/02 11:18,0.365
2024/01/02 11:21,0.365
2024/01/02 11:24,0.365
2024/01/02 11:27,0.366
2024/01/02 11:30,0.366
2024/01/02 11:33,0.367
2024/01/02 11:36,0.368
2024/01/02 11:39,0.369
2024/01/02 11:42,0.371
2024/01/02 11:45,0.372
2024/01/02 11:48,0.374
2024/01/02 11:51,0.376
2024/01/02 11:54,0.375
2024/01/02 11:57,0.376
2024/01/02 12:00,0.375
2024/01/02 12:03,0.374
2024/01/02 12:06,0.375
2024/01/02 12:09,0.377
2024/01/02 12:12,0.376
2024/01/02 12:15,0.377
2024/01/02 12:18,0.378
2024/01/02 12:21,0.377
2024/01/02 12:24,0.375
2024/01/02 12:27,0.373
2024/01/02 12:30,0.374
2024/01/02 12:33,0.374
2024/01/02 12:36,0.373
2024/01/02 12:39,0.372
2024/01/02 12:42,0.372
2024/01/02 12:45,0.37
2024/01/02 12:48,0.373
2024/01/02 12:51,0.374
2024/01/02 12:54,0.371
2024/01/02 12:57,0.371
2024/01/02 13:00,0.372
2024/01/02 13:03,0.371
2024/01/02 13:06,0.368
2024/01/02 13:09,0.367
2024/01/02 13:12,0.369
2024/01/02 13:15,0.371
2024/01/02 13:18,0.371
2024/01/02 13:21,0.371
2024/01/02 13:24,0.369
2024/01/02 13:27,0.367
2024/01/02 13:30,0.367
2024/01/02 13:33,0.368
2024/01/02 13:36,0.367
2024/01/02 13:39,0.367
2024/01/02 13:42,0.365
2024/01/02 13:45,0.365
2024/01/02 13:48,0.364
2024/01/02 13:51,0.362
2024/01/02 13:54,0.362
2024/01/02 13:57,0.364
2024/01/02 14:00,0.367
2024/01/02 14:03,0.365
2024/01/02 14:06,0.365
2024/01/02 14:09,0.363
2024/01/02 14:12,0.359
2024/01/02 14:15,0.358
2024/01/02 14:18,0.356
2024/01/02 14:21,0.356
2024/01/02 14:24,0.357
2024/01/02 14:27,0.358
2024/01/02 14:30,0.358
2024/01/02 14:33,0.358
2024/01/02 14:36,0.355
2024/01/02 14:39,0.355
2024/01/02 14:42,0.356
2024/01/02 14:45,0.355
2024/01/02 14:48,0.355
2024/01/02 14:51,0.357
2024/01/02 14:54,0.356
2024/01/02 14:57,0.357
2024/01/02 15:00,0.362
2024/01/02 15:03,0.362
2024/01/02 15:06,0.364
2024/01/02 15:09,0.364
2024/01/02 15:12,0.362
2024/01/02 15:15,0.362
2024/01/02 15:18,0.362
2024/01/02 15:21,0.361
2024/01/02 15:24,0.356
2024/01/02 15:27,0.359
2024/01/02 15:30,0.363
2024/01/02 15:33,0.364
2024/01/02 15:36,0.365
2024/01/02 15:39,0.365
2024/01/02 15:42,0.366
2024/01/02 15:45,0.365
2024/01/02 15:48,0.364
2024/01/02 15:51,0.364
2024/01/02 15:54,0.363
2024/01/02 15:57,0.361
2024/01/02 16:00,0.362
2024/01/02 16:03,0.362
2024/01/02 16:06,0.362
2024/01/02 16:09,0.361
2024/01/02 16:12,0.362
2024/01/02 16:15,0.362
2024/01/02 16:18,0.363
2024/01/02 16:21,0.365
2024/01/02 16:24,0.364
2024/01/02 16:27,0.363
2024/01/02 16:30,0.36
2024/01/02 16:33,0.359
2024/01/02 16:36,0.359
2024/01/02 16:39,0.359
2024/01/02 16:42,0.36
2024/01/02 16:45,0.36
2024/01/02 16:48,0.36
2024/01/02 16:51,0.361
2024/01/02 16:54,0.361
2024/01/02 16:57,0.362
2024/01/02 17:00,0.363
2024/01/02 17:03,0.363
2024/01/02 17:06,0.363
2024/01/02 17:09,0.364
2024/01/02 17:12,0.362
2024/01/02 17:15,0.361
2024/01/02 17:18,0.36
2024/01/02 17:21,0.363
2024/01/02 17:24,0.364
2024/01/02 17:27,0.365
2024/01/02 17:30,0.364
2024/01/02 17:33,0.362
2024/01/02 17:36,0.359
2024/01/02 17:39,0.36
2024/01/02 17:42,0.359
2024/01/02 17:45,0.359
2024/01/02 17:48,0.358
2024/01/02 17:51,0.357
2024/01/02 17:54,0.357
2024/01/02 17:57,0.357
2024/01/02 18:00,0.356
2024/01/02 18:03,0.356
2024/01/02 18:06,0.356
2024/01/02 18:09,0.355
2024/01/02 18:12,0.352
2024/01/02 18:15,0.35
2024/01/02 18:18,0.348
2024/01/02 18:21,0.347
2024/01/02 18:24,0.348
2024/01/02 18:27,0.348
2024/01/02 18:30,0.349
2024/01/02 18:33,0.35
2024/01/02 18:36,0.351
2024/01/02 18:39,0.349
2024/01/02 18:42,0.349
2024/01/02 18:45,0.348
2024/01/02 18:48,0.348
2024/01/02 18:51,0.348
2024/01/02 18:54,0.348
2024/01/02 18:57,0.35
2024/01/02 19:00,0.35
2024/01/02 19:03,0.351
2024/01/02 19:06,0.351
2024/01/02 19:09,0.351
2024/01/02 19:12,0.351
2024/01/02 19:15,0.35
2024/01/02 19:18,0.349
2024/01/02 19:21,0.349
2024/01/02 19:24,0.348
2024/01/02 19:27,0.348
2024/01/02 19:30,0.349
2024/01/02 19:33,0.35
2024/01/02 19:36,0.352
2024/01/02 19:39,0.351
2024/01/02 19:42,0.351
2024/01/02 19:45,0.352
2024/01/02 19:48,0.352
2024/01/02 19:51,0.351
2024/01/02 19:54,0.352
2024/01/02 19:57,0.354
2024/01/02 20:00,0.356
2024/01/02 20:03,0.355
2024/01/02 20:06,0.354
2024/01/02 20:09,0.354
2024/01/02 20:12,0.354
2024/01/02 20:15,0.354
2024/01/02 20:18,0.356
2024/01/02 20:21,0.357
2024/01/02 20:24,0.359
2024/01/02 20:27,0.36
2024/01/02 20:30,0.361
2024/01/02 20:33,0.363
2024/01/02 20:36,0.364
2024/01/02 20:39,0.366
2024/01/02 20:42,0.369
2024/01/02 20:45,0.369
2024/01/02 20:48,0.369
2024/01/02 20:51,0.37
2024/01/02 20:54,0.371
2024/01/02 20:57,0.372
2024/01/02 21:00,0.371
2024/01/02 21:03,0.371
2024/01/02 21:06,0.371
2024/01/02 21:09,0.371
2024/01/02 21:12,0.372
2024/01/02 21:15,0.375
2024/01/02 21:18,0.374
2024/01/02 21:21,0.374
2024/01/02 21:24,0.374
2024/01/02 21:27,0.375
2024/01/02 21:30,0.376
2024/01/02 21:33,0.376
2024/01/02 21:36,0.378
2024/01/02 21:39,0.379
2024/01/02 21:42,0.378
2024/01/02 21:45,0.375
2024/01/02 21:48,0.375
2024/01/02 21:51,0.375
2024/01/02 21:54,0.376
2024/01/02 21:57,0.377
2024/01/02 22:00,0.377
2024/01/02 22:03,0.376
2024/01/02 22:06,0.374
